Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Q20,Q2101101,Q2102101,Q2103101,Q2104101,Q2105101,Q2106101,Q2107101,Q2108101,Q2109101,Q2110101,Q2111101,Q2112101,Q2113101,Q22,Q23,Q2401102,Q2402102,Q2403102,Q2404102,Q2405102,Q2406102,Q2407102,Q2408102,Q2409102,Q2410102,Q2411102,Q2412102,Q2413102,Q2414102,Q2415102,Q2901103,Q2902103,Q2903103,Q2904103,Q2906103,Q2908103,Q2909103,Q2910103,Q2911103,Q2912103,Q2913103,Q2914103,Q2915103,Q2916103,Q2937103,Q2917103,Q2938103,Q2918103,Q2919103,Q2920103,Q2921103,Q2922103,Q2923103,Q2924103,Q2925103,Q2926103,Q2927103,Q2929103,Q2930103,Q2931103,Q2932103,Q2933103,Q2934103,Q2935103,Q3001104,Q3002104,Q3003104,Q3004104,Q3006104,Q3008104,Q3009104,Q3010104,Q3011104,Q3012104,Q3013104,Q3014104,Q3036104,Q3015104,Q3037104,Q3016104,Q3017104,Q3019104,Q3020104,Q3021104,Q3022104,Q3023104,Q3024104,Q3025104,Q3026104,Q3028104,Q3029104,Q3030104,Q3031104,Q3032104,Q3033104,Q3034104,Q3035104,Q3101105,Q3102105,Q3103105,Q3104105,Q3105105,Q3107105,Q3109105,Q3110105,Q3111105,Q3112105,Q3113105,Q3114105,Q3115105,Q3138105,Q3116105,Q3117105,Q3118105,Q3139105,Q3119105,Q3120105,Q3121105,Q3122105,Q3123105,Q3124105,Q3125105,Q3126105,Q3127105,Q3128105,Q3130105,Q3131105,Q3132105,Q3133105,Q3134105,Q3135105,Q3136105,Q3201106,Q3202106,Q3203106,Q3204106,Q3205106,Q3207106,Q3209106,Q3210106,Q3211106,Q3212106,Q3213106,Q3214106,Q3215106,Q3242106,Q3216106,Q3243106,Q3217106,Q3218106,Q3220106,Q3221106,Q3222106,Q3223106,Q3224106,Q3225106,Q3226106,Q3227106,Q3228106,Q3230106,Q3232106,Q3234106,Q3235106,Q3236106,Q3237106,Q3238106,Q3239106,Q3219106,Q3240106,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q36,Q37,Q3801107,Q3802107,Q3803107,Q3804107,Q3805107,Q3806107,Q3807107,Q3808107,Q3809107,Q3810107,Q3811107,Q3812107,Q3813107,Q3814107,Q3815107,Q3816107,Q3817107,Q3818107,Q3819107,Q3820107,Q3822107,Q3821xy,Q3901108,Q3902108,Q3903108,Q3904108,Q3905108,Q3906108,Q3907108,Q3908108,Q3909108,Q3910108,Q3911108,Q3912108,Q3913108,Q3914108,Q3915108,Q4001109,Q4002109,Q4003109,Q4004109,Q4005109,Q4006109,Q4007109,Q4008109,Q4009109,Q4010109,Q4011109,Q4012109,Q4013109,Q4014109,Q4015109,Q4016109,Q42_1,Q42_2,Q42_3,Q42_4,Q42_5,Q42_6,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q46,Q47_1,Q47_2,Q48,Q49,Q50,Q52,Q5301110,Q5302110,Q5303110,Q5304110,Q5306110,Q54_1,Q54_2,Q54_3,Q54_4,Q54_5,Q54_6,Q54_7,Q54_8,Q54_9,Q54_10,Q54_11,Q54_12,Q54_13,Q61,Q62,Q6301111,Q6302111,Q6303111,Q6304111,Q6305111,Q6306111,Q6307111,Q6308111,Q6309111,Q6310111,Q6311111,Q6312111,Q6313111,Q6314111,Q6315111,Q6316111,Q6317111,Q6318111,Q6319111,Q6320111,Q6321111,Q70,q55_discrete,q55_2_discrete,q55_3_discrete,q55_1_2,Q70_regions,Q68_bundled,q33_bundled,q27_bundled1112,q27_bundled2112,q27_bundled3112,q27_bundled4112,q27_bundled5112,q27_bundled6112,q27_bundled8112,q27_bundled10112,q27_bundled11112,q27_bundled12112,q27_bundled15112,q27_bundled16112,q27_bundled17112,q27_bundled18112,q27_bundled19112,q27_bundled20112,q27_bundled21112,q27_bundled22112,q27_bundled23112,q27_bundled24112,q27_bundled25112,q27_bundled26112,q27_bundled27112,q27_bundled40112,q27_bundled29112,q27_bundled30112,q27_bundled31112,q27_bundled32112,q27_bundled33112,q27_bundled34112,q27_bundled35112,q27_bundled36112,q27_bundled37112,q27_bundled38112,q27_bundled39112,q27_bundled41112,q27_bundled999112,q28_bundled1113,q28_bundled2113,q28_bundled3113,q28_bundled4113,q28_bundled5113,q28_bundled6113,q28_bundled8113,q28_bundled10113,q28_bundled11113,q28_bundled12113,q28_bundled15113,q28_bundled16113,q28_bundled17113,q28_bundled18113,q28_bundled19113,q28_bundled20113,q28_bundled21113,q28_bundled22113,q28_bundled23113,q28_bundled24113,q28_bundled25113,q28_bundled26113,q28_bundled27113,q28_bundled40113,q28_bundled29113,q28_bundled30113,q28_bundled31113,q28_bundled32113,q28_bundled33113,q28_bundled34113,q28_bundled35113,q28_bundled36113,q28_bundled37113,q28_bundled38113,q28_bundled39113,q28_bundled41113,q28_bundled999OtherOther3,q_eur,Q70_regions,ID,Q1,Q2,Q33,Q41
Europe,Germany,Less than 150,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,Less than 50,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200562,Deutsch,Vendor,,
Europe,Germany,150 - 500,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,251 - 500,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200563,Deutsch,Vendor,,
Europe,Germany,Less than 150,Public sector and Education,Business,R&D,Management,,,,,,Marketing,,,R&D,,,,Head of business department,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned to use within 12 months,In use,In use,Not required,Planned in the long term,Planned in the long term,Not required,2013,Competitively evaluated multiple products,,,,,,,,,,,,,Price-performance ratio,,,,Good vendor relationship,,,,,,Customization of the product,,,,Lack of resources on the project team,,,,,,,,Software-related issues,,,,,,Key product features,,,,,,,Software difficult to use,,,,,,,,,,,,Poor,Moderate,Moderate,Poor,Good,Not achieved,Low,Moderate,Low,Low,Low,Not achieved,Low,Low,Moderate,Moderate,Maybe,Satisfactory,Satisfactory,Satisfactory,3 to less than 6 months,Less than 1 second,,View,,Explore/Analyze,,Create reports,Not required,Not required,Not required,Planned in the long term,Planned in the long term,Not required,Planned in the long term,In use,Not required,In use,In use,Not required,Planned in the long term,Feasible,Not very important,,,Customer behavior analysis,,,,,,,Quality assurance/analysis,,,,,,Capacity/resource planning,,,,,,Germany,Less than 50,Less than 25,Less than 25,5 to less than 10%,Europe,Public sector and Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,DACH,Europe,200564,Deutsch,User,Other,No
Europe,Germany,500 - 1500,Other,IT,IT,Management,Finance/Controlling,,,,,,,Operations/Production,,Sales,Service,,Person responsible for BI from IT department,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,In use,In use,In use,Planned in the long term,Not required,Not required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very good,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,,,,,,,,,,,,Definitely,Excellent,None used so far,,,1 to less than 5 seconds,500 GB to less than 1 TB,View,,,,Create reports,Planned in the long term,Not required,Not required,Not required,Planned within 12 months,Planned within 12 months,Planned within 12 months,Not required,Planned within 12 months,In use,In use,In use,,Feasible,Important,Pricing and offer optimization,,Customer behavior analysis,Churn prevention,,,Geospatial analysis,,Unified view of customers,Quality assurance/analysis,Sales management and analysis,,,,Real-time process monitoring,Capacity/resource planning,,,Predictive analytics,,,Germany,501 - 1000,76 - 300,76 - 300,5 to less than 10%,Europe,Other,Bissantz,Bissantz,,,,,,,,,,,,,,,,,,MS Power BI,,,,,,,,,,,,,,,Tableau,,,Other,Bissantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200565,Deutsch,User,Bissantz,Yes
Europe,Germany,150 - 500,Manufacturing,Business,Finance/Controlling,,Finance/Controlling,,,,,,,,,,,,Person responsible for departmental BI,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,In use,In use,Not required,Not required,Not required,Not required,2015,Evaluated only the selected product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot handle our data volumes,,,,,,,,,,,,,,,Good,Good,Moderate,Good,,Not achieved,High,Moderate,Moderate,High,Low,Not achieved,Low,Moderate,Moderate,High,Probably,None used so far,Good,,1 to less than 3 months,1 to less than 5 seconds,,View,Navigate,Explore/Analyze,Model/Enrich,Create reports,Not required,Not required,Not required,Not required,Not required,Planned in the long term,Planned in the long term,Not required,Not required,Not required,In use,Not required,Not required,Not very feasible,Important,,,,,,,,,,,,,,,,,,,,None,,Germany,251 - 500,Less than 25,Less than 25,1 to less than 5%,Europe,Manufacturing,Cubeware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubeware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200566,Deutsch,User,Cubeware,No
Europe,Denmark,Less than 150,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark,51-100,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Europe,Europe,200567,English,Vendor,,
Europe,Austria,More than 6000,Manufacturing,IT,IT,Management,Finance/Controlling,Human resources,IT,,Logistics,,Procurement,Operations/Production,,Sales,,,Person responsible for BI from IT department,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,In use,In use,Not required,Not required,In use,In use,Before 2010,Competitively evaluated multiple products,,,,Ease of use for report designers,,,,,,,Flexibility,,,,Availability of local support,,,,,,,,,,,Lack of resources of implementation partner,,Training-related issues,,,,,,Unclear requirements,,,,,,,,,,,Cannot handle our data volumes,Query performance too slow,,,Software not flexible enough,,,,,,,,,,,Moderate,Poor,Poor,Poor,Poor,Low,Not achieved,Moderate,Moderate,,,Not achieved,Moderate,,Moderate,Moderate,Probably not,None used so far,Satisfactory,Good,,10 to less than 30 seconds,1 to less than 5 TB,View,Navigate,Explore/Analyze,,,Not required,Not required,Not required,Not required,Not required,In use,Not required,Not required,Not required,In use,Not required,Not required,Not required,Very feasible,Important,,Supply network optimization,,,,,,,,Quality assurance/analysis,,,,,Real-time process monitoring,,,,,,,Austria,10001 -  100000,More than 300,More than 300,1 to less than 5%,Europe,Manufacturing,Longview Analytics,,,,,,,,,,,,,,,,Longview Analytics,,,MS Power BI,MS SSRS,,,,,,Qlik Sense,,,,,,,,,,,Other,,,,,,,,,,,,,,,,Longview Analytics,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200568,Deutsch,User,Longview Analytics,No
Europe,Austria,More than 6000,Public sector and Education,IT,IT,Management,Finance/Controlling,,IT,,,,,,,,,,Person responsible for departmental BI,Yes,,,Key product features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned to use within 12 months,Planned to use within 12 months,Planned to use within 12 months,Planned to use within 12 months,Planned to use within 12 months,Planned to use within 12 months,Not required,2018,Competitively evaluated multiple products,,,,,,,,,,,Flexibility,,,,,,,,,,,,,,,,,Training-related issues,,,,,,,,,,,,,,,Poor data quality,,,,,,,,,,,Good,Good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate,High,Low,Probably,None used so far,Good,Good,3 to less than 6 months,1 to less than 5 minutes,More than 500 TB,,,Explore/Analyze,Model/Enrich,,Not required,Planned within 12 months,Planned within 12 months,Planned within 12 months,Planned in the long term,Planned within 12 months,Planned within 12 months,Planned in the long term,Not required,Planned in the long term,Planned within 12 months,Planned within 12 months,Planned within 12 months,Feasible,Very important,,,Customer behavior analysis,,Fraud prevention,,,,,,,Risk management/Minimizing risks,Predictive maintenance,,,,,,Predictive analytics,,,Austria,2501 – 10000,More than 300,25 - 75,20 to less than 30%,Europe,Public sector and Education,SAS Enterprise BI,,,,,,,,,,,IBM Cog Analytics,IBM Plan Analytics,,,,,,,,,,,,,,,,,,,,SAS Enterprise BI,,Tableau,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAS Enterprise BI,,,,,Other,DACH,Europe,200569,Deutsch,User,SAS Intelligence Platform,Yes
Europe,Germany,Less than 150,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,101 - 250,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200570,Deutsch,Vendor,,
Europe,Germany,More than 6000,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,10001 -  100000,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200571,Deutsch,Vendor,,
Europe,Germany,More than 6000,Utilities,Did not respond,,Management,Finance/Controlling,,IT,,Logistics,Marketing,Procurement,Operations/Production,R&D,Sales,Service,,External consultant,Yes,Company politics,,,,,,,Software difficult to use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,In use,In use,In use,Planned to use within 12 months,Not required,Not required,2017,Competitively evaluated multiple products,,Support of large numbers of users,,Ease of use for report designers,,,,,,,Flexibility,,Price-performance ratio,,,Proof of concept faster or better,,,,,,,,,,,,,,,Lack of communication in the project team,,,,,,,,,,,,,,,,,,,,,No significant problems,,,,,,,,Good,Good,Good,Good,Good,Moderate,High,High,,,,Moderate,,,Moderate,High,Definitely,Good,Good,Excellent,3 to less than 6 months,Less than 1 second,50 to less than 100 GB,View,Navigate,Explore/Analyze,Model/Enrich,Create reports,In use,Planned in the long term,In use,In use,In use,In use,In use,Not required,In use,In use,In use,In use,In use,Very feasible,Important,Pricing and offer optimization,Supply network optimization,Customer behavior analysis,Churn prevention,,Security analytics,Geospatial analysis,Recommendation/Next-best-offer,Unified view of customers,Quality assurance/analysis,Sales management and analysis,Risk management/Minimizing risks,Predictive maintenance,Simulation,Real-time process monitoring,Capacity/resource planning,IoT analytics,Corporate performance management,Predictive analytics,,,Germany,2501 – 10000,More than 300,More than 300,5 to less than 10%,Europe,Utilities,MS Power BI,,,,,,,,,,,,,,,,,,,MS Power BI,,,,,,,,,,,SAP BO Analysis,SAP BO WebI,,,Tableau,,,,,,,,,,,,,,,,,,,,,,MS Power BI,,,,,,,,,,,,,,,,,,,DACH,Europe,200572,Deutsch,Consultant,Microsoft Power BI,
Europe,Austria,Less than 150,Services,IT,IT,Management,Finance/Controlling,,IT,,,,,,,Sales,,,Person responsible for BI from IT department,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,Planned in the long term,Planned to use within 12 months,In use,Not required,In use,Planned to use within 12 months,2014,No formal evaluation,,,,,Ease of use for report recipients,,,High innovative capacity of the vendor,,,Flexibility,,Price-performance ratio,,,,,,,Availability of skilled people,,,Customization of the product,,,,,,,,,,,,,,,,,Lack of interest from business users,,,,,,,,,,,,,,Good,Very good,Very good,Good,Good,Very good,Good,Good,Good,Good,Good,Moderate,Moderate,High,High,Low,Moderate,Low,High,Moderate,High,High,Definitely,Good,Good,Good,3 to less than 6 months,10 to less than 30 seconds,500 MB to less than 1 GB,View,Navigate,Explore/Analyze,Model/Enrich,Create reports,Planned within 12 months,Not required,Not required,Planned in the long term,Planned within 12 months,Not required,Planned within 12 months,Planned within 12 months,Not required,In use,Planned within 12 months,In use,In use,Not very feasible,Very important,,,Customer behavior analysis,,,,,,Unified view of customers,Quality assurance/analysis,Sales management and analysis,,,,,,,,,,,Austria,51-100,25 - 75,25 - 75,50 to less than 75%,Europe,Services,Jedox,,,,,,,,,,,,,,,Jedox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jedox,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200573,Deutsch,User,Jedox BI Suite,Yes
Europe,Germany,More than 6000,Manufacturing,Business,Finance/Controlling,Management,Finance/Controlling,,IT,,,,Procurement,,,Sales,,,Person responsible for departmental BI,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,Planned in the long term,In use,Planned in the long term,Planned in the long term,In use,In use,2013,,,,,,,,Predefined data connections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,,,,,,,,,,,,,,,No significant problems,,,,,,,,Moderate,Good,Moderate,Good,Good,,,,,,,,,,,,Probably,Good,Good,Good,3 to less than 6 months,10 to less than 30 seconds,10 to less than 50 GB,View,,Explore/Analyze,,Create reports,Not required,In use,Not required,Not required,Planned in the long term,,In use,Not required,Planned in the long term,In use,In use,Not required,In use,Feasible,Important,,,Customer behavior analysis,,Fraud prevention,,,,,Quality assurance/analysis,Sales management and analysis,Risk management/Minimizing risks,,,,,,Corporate performance management,,,,Germany,2501 – 10000,More than 300,76 - 300,5 to less than 10%,Europe,Manufacturing,IBM Plan Analytics,,,,,,,,,,,,IBM Plan Analytics,,,,,,,MS Power BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200574,Deutsch,User,IBM Planning Analytics,No
Europe,Switzerland,1500 - 6000,Utilities,Business,Management (CXO),Management,Finance/Controlling,,IT,,,,,Operations/Production,,,,,Person responsible for departmental BI,Yes,Company politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Excel stand alone,Microsoft Excel with Add-In,Microsoft Power BI,Microsoft SSRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In use,Not required,In use,In use,Not required,Not required,In use,Before 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company politics,,,,,,,,,,,,,,,,,,,,,Good,Good,Moderate,Good,Good,,,,,,,,,,High,High,Definitely,None used so far,Satisfactory,Good,,1 to less than 5 seconds,5 to less than 10 TB,View,Navigate,Explore/Analyze,,Create reports,,,In use,,,,In use,,,,In use,,In use,Not very feasible,Not very important,,,,,Fraud prevention,,,,,,,Risk management/Minimizing risks,,,,,,,,,,Switzerland,2501 – 10000,More than 300,More than 300,20 to less than 30%,Europe,Utilities,MS Excel,,,,,,,,,,,,,,,,,,MS Excel,MS Power BI,MS SSRS,,,,,,,QlikView,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,MS Excel,MS Power BI,MS SSRS,,,,,,,,,,,,,,,,,Other,DACH,Europe,200575,Deutsch,User,Microsoft Excel,No
Europe,Germany,Did not respond,IT,Business,Finance/Controlling,,,,,,,,,,,,,Other,Head of business department,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,Europe,IT,,,,,,,,,,,,,,,,,,,MS Excel,,,,,,,,,QlikView,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,DACH,Europe,200576,Deutsch,User,Do not know,
Europe,Germany,Less than 150,Did not respond,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,Less than 50,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DACH,Europe,200577,Deutsch,Vendor,,
Europe,Germany,1500 - 6000,Manufacturing,IT,IT,Management,Finance/Controlling,Human resources,IT,,Logistics,Marketing,Procurement,Operations/Production,,Sales,Service,,Person responsible for BI from IT department,Yes,,,,,,,,,,,,,,Outdated/Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAP BO Analysis,,SAP Lumira Designer,SAP Lumira Discovery,,,SAP Crystal Reports,,,,,,,,,In use,In use,In use,In use,Not required,In use,Not required,2016,Competitively evaluated multiple products,Functionality,Support of large numbers of users,,,Ease of use for report recipients,,Predefined data connections,,,,,,,Corporate standard,,,,,,,,,,,,,,,,,,,,,Software-related issues,,,,,,,,,,Cannot handle our data volumes,Query performance too slow,,,,,Unreliable software,,,Good,Average,Good,Average,Average,Good,Good,Good,Moderate,Good,Good,Moderate,Moderate,High,Moderate,High,Low,Low,Low,Moderate,Moderate,Moderate,Maybe,Very poor,Good,Not very good,1 to less than 2 years,10 to less than 30 seconds,1 to less than 5 TB,View,Navigate,Explore/Analyze,,Create reports,Not required,Not required,Not required,In use,Not required,Not required,In use,In use,Not required,Not required,Not required,Not required,In use,Not very feasible,Important,,Supply network optimization,Customer behavior analysis,Churn prevention,,,Geospatial analysis,,Unified view of customers,Quality assurance/analysis,Sales management and analysis,Risk management/Minimizing risks,,,,Capacity/resource planning,,Corporate performance management,,,,Germany,2501 – 10000,More than 300,More than 300,15 to less than 20%,Europe,Manufacturing,SAP BO Analysis,,,,,,,,,,,IBM Cog Analytics,,Infor BI,,Jedox,Longview Analytics,,,MS Power BI,,,,,,,Qlik Sense,QlikView,,,SAP BO Analysis,,,,Tableau,,,Other,,,,,,,,,,,,,Infor BI,,,Longview Analytics,,,,,,,,,,,,,,SAP BO Analysis,,,,,,,Other,DACH,Europe,200578,Deutsch,User,SAP BO Analysis,Yes
